url,title,description,thumbnail,tags,skills,what you'll need,instructions,variations,info checked,tested
https://savorysplash.com/diy-salt-volcano-science-experiment-for-kids-and-curious-adults/?fbclid=IwQ0xDSwK1FnFleHRuA2FlbQIxMQABHkHLsWB5hlDLBh06jP6LXTdAFzrOn5m0kqdqv2R5vJDBVYp9cUnRnQluhZM2_aem_RxSfBjw2wiiYMvIAvttJYQ#google_vignette,salt volcano,,https://savorysplash.com/wp-content/uploads/2025/06/WhatsApp-Image-2025-06-09-a-09.26.16_103ea61d.jpg,"Science, Chemistry","Chemical reactions, Observation","Salt, food coloring, water, oil, jar, spoon","1. Add the Water
Pour 1 cup of water into your clear jar or glass. This is the base layer of your volcano.
2. Add Food Coloring (Optional)
Want a fiery eruption or an underwater lava flow? Add 2–3 drops of food coloring and stir gently. 3. Pour in the Oil
Slowly pour ¼ cup of vegetable oil into the jar. The oil will float on top of the water—don’t mix them!
4. Sprinkle in the Salt
Now comes the fun! Gently sprinkle a spoonful of salt on top of the oil. Watch as it sinks, pulling blobs of oil down and creating bubbly, erupting effects as it rises again. 5. Repeat and Enjoy
Keep adding salt in small amounts to continue the eruptions. Try different types or amounts to change the effect!

",,y,n
,invisible ink,REMEMBER: TUMERIC STAINS VERY EASILY,https://i.pinimg.com/736x/c4/8a/4c/c48a4cdcb83f71aa2c31d179440af796.jpg,"Science, Chemistry, Art","Chemical reactions, Secret messages","water (1/2 cup)
baking soda (1 Tablespoon)
paper
q-tips (or a paintbrush) to apply invisible ink
rubbing alcohol (1/2 cup)
turmeric (1 teaspoon)
paper towels (or a paintbrush) to apply color-changing solution","1. First, add 1 Tablespoon of baking soda to 1/2 cup of water.

2. Stir the baking soda into the water to make the “invisible ink”.

3. Use q-tips (or paintbrushes) to draw a picture with the invisible ink on paper.

4. While you are waiting for your paper to dry, mix up your color changing-solution. First, add 1 teaspoon of turmeric to 1/2 cup of rubbing alcohol.

5. Stir the turmeric into the rubbing alcohol. (Note: The solution can stain a little bit. I used a white plastic bowl, which was not the smartest, because it was a little difficult to clean afterwards. You might want to use a glass bowl.)

6. After the paper is dry, use a paper towel (or paintbrush) to apply the color-changing solution to the paper to reveal the secret message! (Note: We used paper towels, but our hands were all a little orange for a few hours afterward, so you might want to use a paintbrush instead!)",,y,n
,DIY chalk paint,,,"Art, Science","Chemistry, Creativity","Chalk, water, cornstarch",1. Crush chalk into a powder and mix with a little water ,,y,y
https://www.instructables.com/No-More-Tears-Watercolor-Crayon-Resist/,No More Tears Watercolor: Crayon Resist : 7 Steps (with Pictures) - Instructables,"No More Tears Watercolor: Crayon Resist: If you've ever given a young child a set of watercolors, you know that they aren't as simple to work with as the craft aisle may have you believe. Watercolors are on just about every elementary student's school supply list, but every time they paint…",https://content.instructables.com/F8X/UHBW/IDQBS9Y9/F8XUHBWIDQBS9Y9.jpg?auto=webp&frame=1,"Art, Science","Chemistry, Hydrophobicity","White crayons, watercolor paper, watercolor paint, brushes","1. Draw a ""hidden"" picture or message on white paper using a white crayon (it will be hard to see). 2. Paint over the entire paper with watercolors. 3. The wax from the crayon will ""resist"" the water-based paint, causing your drawing to pop out.",,y,n
,catogorising soft or hard,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/catogorising3.png,Sorting,"Classification,",random assortment if items,"sort items into soft and hard piles, see if they can tell about some things just by looking",,y,n
,habitatmatch,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/habitatmatch.png,"Science, Biology, Animals","Classification, Ecology","Animal cards, habitat cards (Jungle, Arctic, Desert)","1. Lay out the different habitat cards. 2. Provide a bin of animal figures or cards. 3. Match each animal to its correct ""home."" 4. Discuss why a polar bear needs ice or a camel needs sand. 5. This builds an early understanding of environmental science.",draw the habitats and animal cards yourself ,y,n
,habitats,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/habitats.png,"Science, Biology, Animals","Classification, Ecology","Toy animals, natural materials (sand, water, leaves)","1. Create mini-habitats using sensory bins (e.g., a bin with sand for the desert). 2. Place the correct toy animals in each bin. 3. Discuss what each animal eats and where it sleeps. 4. Move the animals between bins and discuss why they might not survive there. 5. This is great for open-ended imaginative play.",,y,n
,nocturnalanimals,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/nocturnalanimals.png,"Science, Biology, Animals","Classification, Ecology","Dark paper, white marker, nocturnal animal toys","1. Discuss animals that are awake at night (Owls, Bats, Foxes). 2. Create a ""night"" scene on dark paper. 3. Place the nocturnal animals in the scene. 4. Discuss how they see in the dark (big eyes, sonar). 5. This builds an understanding of biological rhythms.","put an animal between a piece of paper and light source and guess which one it is. Or stick animal pictures to black paper and cut out and stick to white of yellow paper, shine a light to see the shape of the animal, guess what it is and turn over to reveal.",y,n
,playdoughdinos,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/playdoughdinos.png,"Art, Animals, Science","Classification, History","Play dough, toy dinosaurs, stones","1. Create a ""prehistoric world"" using play dough and stones. 2. Place dinosaurs in the scene. 3. Press the dinosaurs into the dough to make tracks. 4. Discuss what dinosaurs might have eaten. 5. Use the scene for imaginative play.","draw or print dinosaur pictures, put in slippery fish and use as playdough mats to see if you can make that dino out of play dough.",y,y
,catogorising hot and cold,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/catogorising.png,"Science, Logic, Recognition","Classification, Observation",toys or pictures of things that are hot or cold,"sort items into cold and hot piles, see what their reasoning is",,y,n
,Materials game: ,"write a material on a sticky pad and ask the kids to stick it on something made of that material. Or if outside say to go touch something, inside ask them to bring something made of that material",,"Science, Logic","Classification, Observation","Sticky notes, markers","1. Write a material name (e.g., ""Wood,"" ""Plastic,"" ""Metal"") on a sticky note. 2. Have the child go around the house and stick the note on something made of that material. 3. If outside, play a ""Touch Game""—say ""Go touch something made of stone!"" 4. Discuss how each material feels (cold, hard, smooth). 5. This builds an early understanding of material properties.",,y,y
,vehicle place,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/vehicleplace.png,"Social Studies, Logic","Classification, Recognition","Play mat with roads/water/sky, toy vehicles","1. Provide a mat or drawing showing land, sea, and air. 2. Give the child a variety of toy vehicles (boat, car, plane). 3. Have the child ""place"" each vehicle in its correct environment. 4. Discuss why a bus stays on the road and a boat stays in the water. 5. Roleplay a long journey using all three types of transport.",,y,n
https://www.instructables.com/Preschool-Art-Lesson-Kandinskys-Circles/,Preschool Art Lesson: Kandinsky's Circles : 6 Steps (with Pictures) - Instructables,"Preschool Art Lesson: Kandinsky's Circles: Your child can make an easy, colorful, and fun painting inspired by Wassily Kandinsky's well-known painting Color Study: Squares with Concentric Circles. This project is best suited for ages 3 through 5. Children may need help with measuring or fold…",https://content.instructables.com/FHN/YSYS/KFPNLIVQ/FHNYSYSKFPNLIVQ.jpg?auto=webp&frame=1&width=2100,"Art, Art History, Early Childhood","Color exploration, Fine motor","Paper divided into squares, oil pastels","1. In each square, draw a small circle in the center. 2. Draw larger concentric circles around it in different colors. 3. Fill the whole grid with colorful circles like Kandinsky.",,y,y
,lolly stick colour match dominos ,,https://i.pinimg.com/736x/e1/e4/7e/e1e47e2e0d840743ecc66e646e426584.jpg,"Math, Games, Recognition","Color matching, Logic","Lolly sticks, markers","1. Paint the ends of lolly sticks in different colors (e.g., half red, half blue). 2. Take turns placing a stick down, but only if the color matches the end of the previous stick. 3. This is a simplified version of dominos. 4. See how long of a ""train"" you can build. 5. Discuss the strategy of saving certain colors for later.",,y,n
,buttoncolours,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/buttoncolours.png,"Math, Sorting, Recognition","Color matching, Logic","differnt coloured buttons, different coloured fabrics ","sew buttons onto piece of fabric, cut out other pieces of fabric that match the colours of the buttons, see how quickly they can identify the matching pairs and button them on.",,,
,colourfeeders,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/colourfeeders.png,"Math, Sorting, Animals","Color matching, Precision","Colored cardboard tubes, matching colored pom-poms","1. Decorate cardboard tubes as ""monsters"" or ""animals"" of different colors. 2. Cut a ""mouth"" in each tube. 3. Have the child use a spoon or tweezers to ""feed"" the matching colored pom-poms to each animal. 4. Count how many pom-poms each animal ate. 5. Discuss which color was the most popular.","print out coloured characters and coloured foods, discuss which foods are which colours and the childs preferences.",y,n
,jarcolourmatch,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/jarcolourmatch.png,"Math, Sorting, Recognition","Color matching, Precision","Glass jars, colored water, matching lids or items","1. Fill jars with water dyed different colors. 2. Provide a bin of small items (beads, buttons) that match those colors. 3. Have the child drop the matching items into the correct colored jar. 4. Discuss how the items look under the water. 5. This is a calm, focused sensory activity.",see how different coloured items look in different coloured water,y,n
,tape colour match,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/tapecolourmatch.png,"Math, Sorting","Color matching, Recognition","Different colors of tape, matching colored toys",1. Place strips of different colored tape on a table or floor. 2. Have the child find objects in the house that match each tape color. 3. Place the objects on the corresponding tape line. 4. Count how many items were found for each color. 5. Discuss which color was the easiest to find.,,y,n
,sticky note rainbow hunt,"make a line of 1 each of different coloured sticky notes somewhere and hide 4 more of each colour on something around the house, once they have found one they put it under the one in the row",https://github.com/boobalootoo/things/blob/main/EYed/picsforacs/stickynoterainbowhunt.jpg?raw=true,"Games, Movement, Recognition","Color matching, Scanning",Multi-colored sticky notes,"1. Place one ""base"" sticky note of each color in a row on a wall. 2. Hide 4-5 matching sticky notes of each color around the room. 3. The child must find a hidden note and ""match"" it by placing it underneath the base note. 4. Continue until all columns are filled. 5. Time the activity to add a challenge.",,y,n
,colour smashing under clingfilm,,https://i.pinimg.com/736x/11/16/80/1116805dd08dcfb95b08f48d72a8dd2b.jpg,"Art, Sensory, Chemistry","Color mixing, Cause and effect","Paper, liquid paint, clingfilm (plastic wrap)","1. Place several drops of different colored paint on a piece of paper. 2. Carefully cover the entire paper with a layer of clingfilm. 3. Have the child ""smash"" and spread the paint through the plastic with their fingers. 4. Observe the colors blending without getting hands messy. 5. Peel back the film to see the final textured masterpiece.",after it's dry add black paper cutouts as shadows if you want. the art created in the activity could also be used as a reverse colouring book.,y,n
https://www.instructables.com/Color-Photo-Breakdown-and-Build-Up-Exploring-the-R/,Color Photo Breakdown and Build Up - Exploring the REAL Primary Colors : 6 Steps (with Pictures) - Instructables,Color Photo Breakdown and Build Up - Exploring the REAL Primary Colors: Have you ever wondered how the colored inks in your printer work together to create a full color photograph? Follow along as we show you how to decompose a full color photograph into the primary colors of ink and then recompose the full color image …,https://content.instructables.com/FMX/0IMM/KYV92W6I/FMX0IMMKYV92W6I.jpg?auto=webp&frame=1&width=2100,"Art, Science, Light","Color theory, Observation","computer,printer, transparency paper","print pictures split into cyan, magenta and blue, onto transparency paper, cut them out and experiment with overlaying them with each other",,y,n
,coloursampleart,,https://raw.githubusercontent.com/boobalootoo/things/refs/heads/main/EYed/picsforacs/coloursampleart.png,"Art, Recycling, Design","Color theory, Texture","Paint sample cards (from hardware store), glue, paper","1. Collect a variety of paint sample cards in different hues. 2. Cut the cards into shapes or strips. 3. Glue the pieces onto paper to create a ""gradient"" artwork or a mosaic. 4. Arrange colors from lightest to darkest. 5. Discuss the names of the different colors (e.g., ""Sky Blue"" vs ""Navy"").","you don't have to glue down the pieces, it can be reusable temporary art",y,n
,runaround game show quiz,,,"Social Studies, Literacy","Communication, Confidence",Runaround Game Show format,"ask a multiple choice question, the children have 15 seconds to run to a designated spot that represents one of the answers, the question is repeated and they have another 15 seconds if they want to change their minds, the answer is revealed","do after learning something or reading a book to see what they've retained, it's a good way to get  a movement break in",y,y
,karaoke ,find karaoke versions of your childs favurite songs on youtube,,"Social Skills, Literacy","Communication, Confidence",YouTube Karaoke videos,"1. Find the ""karaoke"" or ""instrumental with lyrics"" version of a favorite song. 2. Use a hairbrush as a microphone. 3. Sing along to the music. 4. This builds confidence in performance and helps with word recognition. 5. Discuss the ""story"" being told in the song.",,y,n
,talking pirates,,https://i.pinimg.com/736x/52/3f/04/523f0456eba27674c9bafa5b00830a96.jpg,"Art, Drama, Puppetry","Communication, Expression, fine motor","paper, pens, pegs","draw a pirate, cut off the head from the top lip, glue this part to the top side of a peg and the rest to the bottom, pinch the pegs to  open the mouth and release to close",do with any kind of character you want ,y,n
https://www.instructables.com/Kinderkid-Pride/,Kinderkid Pride : 3 Steps (with Pictures) - Instructables,"Kinderkid Pride: While celebrating PRIDE month my 4/5-year-olds had the opportunity to paint their favorite thing....A RAINBOW.
After painting the basic rainbow we added a little extra detail in each section with another shade or tint of the first color used. The ch…",https://content.instructables.com/FQJ/QC8T/KPGWR1WX/FQJQC8TKPGWR1WX.png?auto=webp&frame=1,"Social Studies, Art, Inclusion","Community, Creativity","Paper, rainbows, symbols of kindness/pride",paint a rainbow and fill in each colour with a different kind of pattern,draw something that is that colour in its area e.g. a sun in yellow or a different fruit for each colour,y,n
https://sussexwildlifetrust.org.uk/whats-on,sussex wildlife trust events,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQQW8_jQF7PVhhfJzq-DRmSqHGNYbnybrUJl-N-XAdKT0sCdQ,"Nature, Science","Community, Discovery",Sussex Wildlife Trust website,"1. Check the website for local nature events, workshops, and guided walks. 2. Plan a visit to a nearby reserve based on their suggestions. 3. Participate in a ""Wild Beach"" or ""Forest School"" session if available. 4. Use their seasonal guides to know what to look for in nature this month. 5. This connects your family to local conservation efforts.",,y,n
https://uk.pinterest.com/pin/1125968712109363/,who's in the window?,,https://i.pinimg.com/736x/99/f4/fe/99f4fe958a5f6b610fd6e22d134f7d9f.jpg,"Social Studies, Art, Literacy","Community, Imagination","paper cups, scissors, pens","cut a window out of a paper cup and decorate the cup like a house, get another paper cup and put it inside the first one, use the window as a stencil and draw it on the inner cup, turn the inner cup so the next window can follow on directly from that one, do windows until you run out of space, draw whatever characters you want in the windows and turn the cup to see the others",could be used for storytelling when something happens in a certain order e.g. gruffalo characters,y,n
https://uk.pinterest.com/pin/1111615120501819394/,tortoise and hare racers,,https://i.pinimg.com/736x/38/fb/19/38fb19fac31e88e612b98299c47bad54.jpg,"Games, Animals, Speed","Comparison, Observation","Paper, markers, string, straws, glue or tape","draw a tortoise and hare, stick 2 pieces of a straw to each in a v shape (but leave a gap between the closer ends), thread a piece of string through one of the pieces of the straw (towards the pointed end) and back through the other piece of straw (from the pointed end), have a child hold the 2 ends of the string and bring the character all the way to their hands, take the loop of string and put it around a doorknob, have the child pull the string outwards to make the character move up the string. If you have multiple children they can race each other.",could be any characters or animals  or vehicles you want,y,n
https://uk.pinterest.com/pin/211174978784422/,big beaks,,https://i.pinimg.com/736x/85/cc/e1/85cce16d5c8ad868a3d92a6a62593393.jpg,"Art, Animals, Perspective","Construction, 3D Design","2 sheets of A3 paper, glue, scissors, string or elastic","follow folding instructions on picture, poke holes for string or elastic to put around ears",,y,n
,egg box crocodile,,https://i.pinimg.com/1200x/b8/33/05/b83305ee9441ced55be064308da815ec.jpg,"Art, Recycling, Animals","Construction, Design","egg cartons, green paint, string, scissors","cut all the long pointy bits of hte egg carton out  and poke a small hole in the top of each one, connect 2 facing opposite directions with string and stack the rest following the direction of the first one on that side. tie string at ends to hold it all together and add feet.",for a snake just do them all going in the same direction and leave more slack if you want it to be more wiggly.,y,n
,paper plate chickens,,https://i.pinimg.com/736x/8c/c0/2f/8cc02fe92e6d7916e8fc4806e6dac5fb.jpg,"Art, Animals, Recycling","Construction, Design","Paper plate, yellow paint, feathers, paper","1. Paint a paper plate yellow and fold it in half. 2. Glue googly eyes and a paper beak to the front. 3. Glue yellow feathers to the back for a tail. 4. Add orange paper ""feet"" at the bottom.",,y,n
,egg box turtle,,https://i.pinimg.com/736x/a9/39/2c/a9392ca4ed87dc4d892fbd02b4546406.jpg,"Art, Recycling, Animals","Construction, Design","Egg carton, green paint, markers, scissors",cut out turtle shape as shown in picture,,y,n
,egg box toadstools,,https://i.pinimg.com/736x/c0/68/fa/c068facc5b72fb09223ee0384f4c3d55.jpg,"Art, Recycling, Nature","Construction, Design","Egg carton, red and white paint","1. Cut individual cups out of an egg carton. 2. Paint the cups bright red. 3. Once dry, add white ""polka dots"" with a cotton swab. 4. put small rount bits on tall pointy bits","could make a game of trying to toss the ""hat"" on the base",y,n
https://www.instructables.com/Cardboard-and-Velcro-Building-Tiles/,Cardboard and Velcro Building Tiles : 7 Steps (with Pictures) - Instructables,"Cardboard and Velcro Building Tiles: These cardboard Velcero Building Tiles are wonderful for so many reasons. Unlike Magna-Tiles, they don't come crashing down as easily and loudly, which is great news for my classroom. Also because they are held together with Velcro, you can create a…",https://content.instructables.com/FK1/OT9A/KFL45YK9/FK1OT9AKFL45YK9.jpg?auto=webp&frame=1,"STEM, Engineering, Toys","Construction, Geometry","Cardboard shapes, Velcro dots","1. Cut cardboard into squares and triangles. 2. Apply ""hook"" dots to one side and ""loop"" dots to the other. 3. Connect the tiles together to build 3D geometric structures.",could try different types of fasteners e.g. popper buttons or magnets,y,n
,dino headdress ,,https://i.pinimg.com/736x/41/9f/61/419f61ec8d4bb022689f16837904ed2e.jpg,"Art, Drama, Animals","Construction, Imagination","Cardboard, green paint, elastic","1. Cut several large triangles out of cardboard. 2. Paint them green. 3. Tape the triangles to a strip of cardboard that fits around the head. 4. Ensure the ""spikes"" stand up straight. 5. Wear the headdress and stomp around like a dinosaur.",,y,n
,toilet roll racecar,,https://i.pinimg.com/736x/00/16/58/00165895281bd5697dae7d24d2442565.jpg,"Art, Recycling, Engineering","Construction, Movement","Toilet paper roll, 4 bottle caps, straws, skewers","1. Paint a toilet paper roll your favorite racing color. 2. Poke two holes through the sides of the roll at the front and back. 3. Slide straws through the holes, then skewers through the straws. 4. Attach bottle caps to the ends of the skewers as wheels. 5. Cut a small ""U"" shape in the top for a cockpit and add a paper driver.",,y,n
,egg box teddy bears,,https://i.pinimg.com/1200x/08/59/fe/0859fe9de04b317072bbe631719aeb65.jpg,"Art, Recycling, Animals","Construction, Texture","Egg carton, paint/pens",cut out bear shape as shown in picture,,y,n
,paper plate seagulls,,https://i.pinimg.com/1200x/da/f6/ec/daf6ecaeb6cd96f10a33a9d4706ce797.jpg,"Art, Recycling, Animals","Construction, Texture","Paper plate, blue/gray paint, yellow paper","cut body shape out of centre of plate, use the other 2 sides as wings, decorate and position",use split pins or string/treasury tags to make flappable wings,y,n
,building foam,,,"STEM, Engineering, Art","Construction, Texture","Shaving cream, glue, cardstock","1. Mix shaving cream and glue to create ""foam."" 2. Use the foam to build 3D structures on cardstock. 3. Once dry, the foam remains ""puffy"" and soft. 4. Add food coloring to create colorful ""buildings."" 5. This is a great sensory-heavy construction project.",,y,n
https://uk.pinterest.com/pin/844493675486483/,construction foam,,https://i.pinimg.com/736x/da/64/cb/da64cb5343f3bf23865c90811f7c60fa.jpg,"STEM, Engineering, messy play, outdoor","Construction, Texture","shaving cream, sand",mix them together and use as mortar for play bricks,,y,n
https://uk.pinterest.com/pin/3307399722173743/,paper cup shark snacker,,https://i.pinimg.com/736x/ba/39/c8/ba39c8d4e0e359f645cc33bb17dbc06d.jpg,"Art, Games, Recycling","art, ","Paper cups, scissors, pens","cut a window out of a paper cup and draw a sharks open mouth around it, get another paper cup and put it inside the first one, use the window as a stencil and draw it on the inner cup, turn the inner cup so the next window can follow on directly from that one, do windows until you run out of space, draw whatever the shark will eat in the windows and turn the cup to see the others",,y,n
https://uk.pinterest.com/pin/68749443578/,pen push,,https://i.pinimg.com/736x/0a/36/d4/0a36d44b0fe28e54d3ea1f03576c6f6e.jpg,"fine motor, pen grip, mark making","Coordination, Force, fine motor, pen grip, mark making","paper, pens/pencils, any small item","put a small object on a piece of paper and get the child to try to move it around using their pen/pencil, you could give them a goal to get to or you could do it with little cars and draw parking spots to get to",,y,n
https://uk.pinterest.com/pin/16466354876885459/,walking feet,,https://i.pinimg.com/736x/2c/97/72/2c9772661037c9902cb25dde0d25af29.jpg,"toy, Movement, Balance","fine motor, construction ","Paper, scissors, tape, straws or skewers","cut 2 feet shapes out of paper, attach each to a bit of straw or skewer and stick on opposite sides of the inside of a roll of tape",,y,n
,walk the plank,,https://i.pinimg.com/736x/c0/cf/c8/c0cfc8ad1dbd0e1cc4566adbaccb1fc6.jpg,"Physical Ed, Movement, Balance","Coordination, Gross motor",Long wooden plank or tape on the floor,"1. Place a plank on the ground (or use tape to mark a line). 2. Imagine you are on a pirate ship. 3. Walk from one end to the other without stepping off the ""plank."" ",,y,n
,treasure bridge,,,"Physical Ed, Movement, Balance","Coordination, Gross motor","Tape on floor, ""treasures"" (blocks)","1. Place two lines of tape on the floor as a ""bridge."" 2. Scatter ""treasures"" along the bridge. 3. The child must walk the bridge and pick up the treasures without falling off. 4. Increase the difficulty by making the bridge narrower. 5. See how many treasures they can carry at once.",,y,n
https://uk.pinterest.com/pin/563018699436795/,bridge balance,,https://i.pinimg.com/736x/e8/f8/84/e8f884571098b1288530ed14dcbee610.jpg,"Physical Ed, Movement, Balance","Coordination, fine motor","tape, block (or car for added difficulty), 2 things the same height to build tape bridge across (like tables or chairs), pen/pencil/stick",make a bridge with the tape (sticky side down) and see if your child can push a block all the way across without it falling off (try with finger first and then move on to pushing with a different item like a pen),,y,n
